Cекс по телефону,Анилингус вам (мужчине),Анилингус мне (даме),Бандаж,Виртуальный секс,Госпожа,Золотой дождь вам (мужчине),Золотой дождь мне (даме),Игрушки,Игры,Клизма,Копро вам (мужчине),Куннилингус,Легкая доминация,Легкое подчинение,Лесби откровенное,Лесби-шоу легкое,Массаж классический,Массаж профессиональный,Массаж расслабляющий,Массаж урологический,Массаж эротический,Минет без резинки,Минет в машине,Минет в презервативе,Минет глубокий,Окончание в рот,Окончание на грудь,Окончание на лицо,Порка,Рабыня,Ролевые игры,Секс анальный,Секс групповой,Секс классический,Секс лесбийский,Страпон,Стриптиз не профи,Стриптиз профи,Трамплинг,Услуги семейной паре,Фетиш,Фингеринг,Фистинг анальный мне (даме),Фистинг анальный мужчине,Фистинг классический,Фото/видео съемка,Эскорт,Id
No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,Yes,324368
Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,276452
No,No,Yes,No,No,Comment,Comment,No,Comment,Comment,Comment,No,Yes,Comment,Comment,No,Comment,Comment,No,Yes,Comment,Comment,Comment,No,Yes,Yes,No,Yes,No,Comment,No,Comment,Comment,No,Yes,No,Comment,Yes,No,Comment,No,Yes,No,No,Comment,No,No,No,130546
No,No,No,No,No,No,No,No,Comment,No,No,No,Yes,Yes,No,No,No,Comment,Comment,Yes,Comment,Yes,Comment,No,Yes,Yes,Comment,Yes,Comment,No,No,No,No,No,Yes,No,Comment,No,No,Yes,No,Comment,No,No,No,No,No,No,210646
No,No,No,No,No,No,No,No,Comment,No,No,No,Yes,Comment,No,No,No,Yes,No,Yes,Comment,Yes,Comment,No,Yes,Yes,Comment,Yes,No,Comment,No,No,Comment,Comment,Yes,No,Comment,No,No,No,No,Comment,No,No,No,Comment,No,Comment,281874
No,No,No,No,No,No,Comment,No,Comment,No,No,No,Comment,No,No,No,Comment,Yes,No,Yes,No,Yes,Comment,No,Yes,No,No,Comment,No,No,No,No,No,Comment,Yes,No,No,Comment,No,No,No,No,No,No,No,No,No,No,319745
No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,311574
No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Comment,Comment,Yes,No,Yes,No,Yes,Comment,No,Yes,No,No,No,No,No,No,Yes,No,Comment,Yes,Comment,No,Yes,No,No,Comment,No,No,No,No,No,No,Yes,322159
No,No,Yes,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,No,315899
No,No,No,No,No,No,No,No,No,Comment,No,No,Yes,Yes,No,No,Comment,Yes,Yes,Yes,Yes,Yes,Comment,No,Yes,Yes,Comment,Yes,Yes,No,No,Yes,Comment,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,172961
No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,289946
No,No,Comment,No,No,Comment,Comment,No,No,No,No,Comment,Comment,Comment,Comment,No,No,No,No,Yes,No,Comment,Comment,No,Yes,Yes,Comment,Yes,Comment,No,No,Comment,Comment,No,Yes,No,No,Comment,Comment,No,No,No,No,No,No,No,No,No,323228
No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,323086
Comment,No,Yes,No,No,No,Comment,No,Comment,No,No,No,Comment,Comment,No,No,Yes,No,No,Yes,Comment,Yes,Comment,Comment,Yes,Yes,Comment,Yes,Comment,No,No,Yes,No,Comment,Yes,No,Comment,No,No,No,No,Yes,Yes,No,Comment,Comment,No,No,279392
Comment,Comment,Yes,No,Comment,Comment,Comment,Comment,Yes,Yes,No,No,Yes,Comment,Comment,Yes,Yes,Yes,No,Yes,Comment,Yes,Comment,No,Yes,Yes,No,Yes,Comment,No,No,Yes,Comment,Comment,Yes,Yes,Comment,No,No,Yes,Yes,Yes,Comment,No,Comment,Comment,Comment,Yes,186689
No,No,No,No,No,No,Comment,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Comment,No,Yes,Comment,No,Comment,No,No,No,No,Comment,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,324892
No,No,No,No,No,Yes,No,No,Comment,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Comment,No,Yes,Yes,No,Comment,No,No,Yes,Yes,No,Comment,Yes,Comment,Comment,Yes,No,No,Comment,No,No,No,No,No,No,Yes,315865
Yes,No,Yes,No,Comment,Yes,Comment,No,Yes,Yes,No,No,Yes,Yes,Yes,Comment,Comment,Yes,No,Yes,Yes,Comment,Comment,No,Yes,No,No,Comment,Comment,Yes,No,Yes,No,Comment,Yes,Comment,Comment,Yes,No,Yes,No,Yes,No,No,Comment,Comment,No,Comment,320874
No,No,No,No,No,No,Comment,No,No,No,No,No,Yes,Comment,No,No,Comment,Yes,Comment,Yes,Comment,Yes,Comment,Yes,Yes,Comment,Comment,No,Comment,No,No,Comment,No,Comment,Yes,Comment,No,Yes,No,No,Comment,No,No,No,No,No,Comment,No,313670
No,No,No,No,No,No,Comment,No,No,Comment,No,No,Yes,Comment,No,No,Yes,Yes,No,Yes,No,Yes,Comment,Yes,Yes,Yes,Comment,Yes,Comment,No,No,Yes,Comment,Comment,Yes,No,Comment,Yes,No,Yes,No,Yes,No,No,No,Comment,No,Yes,281533
No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,316945
No,No,No,No,No,No,Comment,No,No,No,No,No,Comment,No,No,No,No,No,No,Yes,No,No,Comment,Comment,Yes,No,No,No,No,No,Comment,No,No,No,Yes,No,No,No,No,Comment,No,No,No,No,Comment,Comment,No,No,324303
No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,Yes,303136
No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Comment,Yes,Comment,No,Yes,No,No,Yes,No,No,No,Comment,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,324525
No,No,No,No,No,Comment,Comment,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Comment,No,Yes,No,Comment,Yes,No,No,No,Yes,No,No,Yes,No,Comment,No,No,Yes,No,Yes,No,No,No,No,No,No,321396
Yes,Comment,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Comment,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Comment,Comment,Yes,Yes,Comment,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,289573
No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,299594
No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,Comment,Yes,Yes,No,Comment,Yes,Comment,No,No,No,No,No,Yes,Comment,No,No,No,No,No,No,No,No,No,No,No,Yes,323220
No,No,No,No,No,No,No,Comment,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,Comment,Yes,No,No,No,No,No,No,No,No,No,No,290111
No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,315131
No,No,Yes,No,No,No,Comment,No,Comment,No,No,No,Yes,Comment,Yes,Comment,No,No,No,Yes,Yes,Comment,Comment,No,Yes,Yes,Comment,Comment,Comment,Comment,No,Yes,Yes,Comment,Yes,Comment,Comment,No,No,Comment,Comment,Comment,No,No,No,Comment,Comment,Comment,192786
No,No,No,No,No,No,No,No,No,No,No,No,Comment,No,No,No,No,Yes,No,Yes,No,Yes,Comment,No,Yes,No,No,Comment,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,324862
No,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Comment,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Comment,Yes,No,No,Yes,No,No,Comment,No,No,No,No,No,No,No,323613
No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Comment,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Comment,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,324347
No,No,No,No,No,No,Comment,No,Yes,No,No,No,Yes,Yes,No,No,Comment,Yes,No,Yes,Yes,Yes,Comment,No,Yes,Yes,No,Yes,No,No,No,Yes,No,Comment,Yes,No,No,Yes,No,Yes,Comment,Yes,No,No,No,Comment,No,Yes,190450
No,No,No,No,No,Comment,Comment,No,Comment,Comment,No,No,Comment,Comment,No,Comment,Comment,No,No,Yes,No,Yes,Comment,No,Yes,Yes,No,Comment,No,Comment,No,Comment,No,Comment,Yes,Comment,No,Comment,No,No,No,Comment,No,No,No,No,No,Comment,261855
No,No,Comment,No,No,Comment,Yes,No,Comment,No,No,No,Yes,Yes,No,Comment,Comment,Yes,No,Yes,Comment,Yes,Comment,No,Yes,Yes,No,Yes,Comment,Comment,No,No,No,Comment,Yes,Comment,Yes,Yes,No,Comment,No,Comment,Comment,No,Comment,Comment,No,No,320477
No,Comment,Comment,Comment,No,Comment,Comment,No,Comment,Comment,No,No,Yes,Comment,No,No,No,Yes,No,Yes,Comment,Yes,Comment,Comment,Yes,Yes,No,Yes,Yes,Comment,Comment,Comment,Comment,Comment,Yes,Comment,Comment,Comment,Comment,Yes,Comment,Yes,Comment,No,No,Comment,No,No,309402
No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,Comment,No,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,324300
No,Comment,Yes,Comment,No,Comment,Comment,No,Comment,Comment,No,No,Yes,Comment,Comment,Comment,Yes,Yes,No,Yes,No,Yes,Comment,No,Yes,Yes,Comment,Yes,Yes,Comment,No,Yes,Comment,Comment,Yes,Comment,Comment,Yes,No,Comment,Comment,Comment,No,No,No,Comment,No,Yes,299065
No,No,No,No,No,No,Comment,No,No,No,No,No,Comment,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Comment,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,71098
No,No,No,No,No,No,No,No,Comment,Comment,No,No,Comment,Yes,Comment,No,No,Yes,Comment,Comment,No,Comment,Comment,Comment,Yes,No,No,Comment,Comment,No,No,Comment,Comment,No,Yes,No,No,Comment,No,No,No,Comment,No,No,No,No,No,No,324028
Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Comment,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Comment,No,Yes,Comment,Yes,No,No,Yes,No,Yes,Yes,No,Comment,No,No,No,82633
No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,Comment,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Comment,Comment,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,323468
No,No,No,Comment,No,No,Comment,No,No,No,No,Comment,Comment,Comment,No,No,Comment,Yes,No,Yes,Comment,Yes,Comment,No,Yes,Comment,No,Comment,No,No,Comment,Comment,No,Comment,Yes,No,No,Comment,No,No,No,Comment,No,No,No,No,Comment,No,290608
No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,313951
No,No,No,No,No,Comment,Yes,No,Yes,Comment,No,No,Yes,Comment,No,No,No,Yes,No,No,No,No,Comment,No,Yes,Yes,Yes,Yes,Yes,Comment,No,Comment,Comment,No,Yes,No,Yes,No,No,Comment,Comment,Comment,No,No,Comment,No,No,No,319417
No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Comment,No,Yes,Comment,No,Yes,No,No,No,Comment,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,284486
No,No,No,No,No,No,No,No,Comment,Comment,No,No,Yes,Comment,No,No,No,Yes,No,Yes,No,Yes,Comment,No,Yes,Comment,Comment,Comment,Comment,No,No,Yes,No,No,Yes,No,No,Comment,No,Comment,No,No,No,No,No,Comment,No,No,302189
No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,319833
Comment,No,No,No,Comment,No,Comment,No,No,No,No,No,Comment,No,No,No,Comment,Yes,No,Yes,No,Yes,Comment,Comment,Yes,Comment,No,Comment,No,No,No,Comment,No,No,Yes,No,No,Yes,No,Comment,No,Comment,No,No,No,No,No,Yes,256649
No,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,324458
No,Comment,No,No,No,No,No,Comment,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,Comment,Yes,Yes,No,Comment,Yes,Yes,No,No,No,Comment,No,Yes,No,No,No,No,No,No,No,No,No,Comment,Comment,No,No,234002
No,No,No,No,No,No,No,No,No,No,No,No,Comment,Comment,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,325105
No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,323112
No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,235447
Comment,No,No,No,No,Yes,Comment,No,Comment,No,No,No,Comment,No,No,No,No,Yes,No,Yes,Comment,Comment,Yes,No,No,No,Yes,Yes,Yes,Comment,No,Comment,No,No,Yes,Comment,Comment,No,No,No,Comment,Comment,No,No,No,No,No,No,298311
No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,Comment,No,No,No,No,No,No,Yes,276996
No,No,No,No,No,Comment,Yes,No,Comment,Comment,No,No,Comment,Comment,No,No,Comment,No,No,Yes,No,Comment,Comment,Comment,Yes,Comment,Comment,Comment,Comment,No,No,Comment,No,Comment,Yes,Comment,Yes,No,No,Comment,Comment,Comment,No,No,No,Yes,No,Comment,321889
No,No,No,No,No,Comment,Yes,No,No,Comment,No,No,No,Comment,No,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,No,Comment,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes,322628
No,No,No,No,No,No,Comment,No,No,No,No,No,Yes,Comment,Comment,No,Comment,Yes,No,Yes,No,Yes,Comment,Yes,Yes,Comment,Comment,Yes,Comment,No,No,Comment,No,Comment,Yes,Comment,No,Yes,No,No,Comment,No,No,No,No,No,Comment,Comment,324680
No,No,No,No,No,Comment,Comment,No,Comment,Comment,No,No,Yes,Comment,No,No,Comment,Yes,Comment,Yes,Comment,Yes,Comment,No,Yes,Yes,No,Comment,No,No,No,Yes,No,Comment,Yes,Comment,Comment,Comment,No,No,No,Yes,No,No,No,Comment,No,Comment,311660
No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,Comment,Yes,No,No,No,No,No,Yes,256447
No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,314187
No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,Comment,Yes,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Comment,No,Comment,No,No,No,No,No,No,312297
No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Comment,Yes,Yes,Yes,Comment,Comment,Comment,No,No,Comment,No,No,Yes,No,No,No,Yes,No,Yes,Comment,No,No,No,No,No,No,302725
No,No,No,No,No,No,Comment,No,No,No,No,No,Yes,Yes,Yes,No,Comment,Yes,No,Yes,No,Yes,Comment,Yes,Yes,Comment,Comment,Yes,Comment,No,No,Comment,No,Comment,Yes,Comment,No,Yes,No,No,Comment,No,No,No,No,No,Comment,Comment,316002
No,No,Yes,No,No,Comment,Comment,No,Yes,Comment,No,No,Yes,Comment,Comment,No,No,Yes,No,Yes,No,Yes,Comment,No,Yes,Yes,Comment,Yes,Comment,No,No,Comment,Comment,Comment,Yes,No,No,Yes,No,No,No,Comment,No,No,Comment,Comment,No,Comment,291432
No,No,No,No,No,No,Yes,No,Yes,Comment,No,No,Yes,Yes,No,No,No,Comment,No,Yes,Comment,No,Comment,No,Yes,Comment,Comment,Yes,No,No,No,Comment,No,No,Yes,No,No,No,No,Comment,No,Comment,No,No,No,No,No,No,202447
No,No,Yes,No,No,Yes,Yes,No,Yes,No,No,Comment,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Comment,No,Yes,Yes,No,Yes,No,No,No,No,Comment,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,Yes,126378
No,Comment,Yes,No,No,Yes,Comment,No,Comment,Yes,No,No,Yes,Yes,No,Comment,Comment,Yes,Comment,Yes,Comment,Yes,Comment,No,Yes,Yes,Comment,Yes,No,No,No,Yes,Comment,Comment,Yes,Comment,Comment,No,No,Yes,No,Yes,Comment,No,Comment,Comment,No,No,310773
Yes,No,No,No,No,No,No,No,Comment,Yes,No,No,Comment,Yes,No,Yes,Comment,Yes,Yes,Yes,No,Yes,Comment,No,Yes,Comment,No,Yes,No,No,No,Comment,Comment,Comment,Yes,Comment,Comment,Yes,Yes,No,Comment,Yes,No,No,No,No,No,Yes,245188
No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,307486
Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Comment,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,323660
Comment,Comment,Yes,No,No,No,Comment,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Comment,Yes,Comment,No,Yes,Comment,Comment,Comment,Comment,No,No,Comment,Comment,Comment,Yes,No,Comment,No,No,No,No,No,No,Yes,Comment,No,No,No,225559
No,No,No,No,No,No,No,No,No,No,No,No,Comment,No,No,No,No,Comment,Comment,Comment,No,Comment,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,324008
Yes,No,No,No,No,No,Comment,No,Comment,Comment,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,Comment,No,Yes,Comment,No,Comment,No,Yes,No,Comment,No,Comment,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,284945
No,Comment,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Comment,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Comment,No,Yes,No,Comment,No,No,Yes,No,No,Comment,No,Comment,No,No,No,318309
No,No,No,No,No,No,Comment,No,Comment,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,Comment,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,Comment,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,320370
No,No,Comment,No,No,No,No,No,Yes,Comment,No,No,Yes,Comment,No,Comment,No,No,No,Yes,No,Yes,Comment,No,Yes,Comment,No,No,No,No,No,Comment,No,Comment,Yes,No,No,No,No,No,No,Comment,No,No,No,No,No,Comment,308439
No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No,Yes,301390
Yes,No,Yes,Yes,No,Yes,Yes,Comment,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,Comment,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Comment,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,284322
No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,323063
No,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,309411
No,No,Yes,Yes,No,No,Comment,Comment,Comment,Comment,No,No,Comment,No,Yes,No,No,Comment,No,Yes,No,No,Comment,Comment,Yes,Yes,Comment,Comment,No,Yes,Comment,Comment,Yes,Comment,Yes,No,Comment,No,No,Comment,No,Comment,Comment,No,Comment,No,Comment,Comment,292773
Comment,No,Comment,No,Comment,No,Comment,No,Comment,No,No,Comment,Comment,Comment,Comment,No,No,Comment,Comment,Comment,No,No,Comment,No,Yes,No,No,Comment,Comment,Comment,No,Comment,No,No,Yes,No,Comment,No,No,No,No,No,No,No,No,No,No,Comment,288419
No,No,No,No,No,No,Yes,No,Comment,Comment,No,No,Yes,Yes,No,Comment,No,Yes,Yes,Yes,Yes,Yes,Comment,No,Yes,Yes,Comment,Yes,Comment,No,Comment,Comment,No,Comment,Yes,Comment,Yes,No,Comment,No,Comment,Comment,No,No,No,Yes,No,No,277509
No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Comment,Comment,Yes,No,Yes,No,Yes,Comment,No,Comment,Yes,Comment,Comment,Comment,No,No,Yes,No,No,Yes,Comment,Yes,Comment,No,Comment,Comment,Comment,No,No,Yes,Yes,No,Comment,296496
No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,319729
No,No,Yes,No,No,No,Comment,No,No,No,No,No,Comment,Comment,No,No,No,Yes,No,Yes,No,Yes,Comment,No,Yes,Yes,Comment,Yes,Yes,No,No,No,Comment,No,Yes,No,No,No,No,No,No,Comment,Yes,No,No,Comment,No,No,325050
No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Comment,Comment,Yes,No,Yes,No,Yes,No,No,Yes,Comment,No,No,Yes,No,No,Yes,Comment,Comment,Yes,Yes,No,Yes,No,No,Comment,No,No,No,No,No,No,Yes,324865
No,No,No,No,No,No,Comment,No,No,No,No,No,Yes,Comment,No,No,Comment,Comment,No,Comment,No,Comment,Comment,No,Yes,Comment,Comment,Comment,Comment,No,No,Comment,No,No,Yes,Comment,No,No,No,Comment,No,No,No,No,No,No,Comment,No,300702
No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,No,Comment,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,No,Comment,Yes,No,No,Comment,No,No,No,No,No,No,Yes,228175
No,No,Comment,No,No,No,Comment,No,Comment,No,No,No,Yes,Comment,No,No,No,No,No,Yes,Comment,Yes,Comment,No,Yes,No,No,Yes,No,Comment,No,No,Comment,Comment,Yes,No,No,No,No,Comment,No,Comment,No,No,Comment,Comment,Comment,Comment,321805
No,No,Comment,Comment,No,Comment,Comment,Comment,Comment,Comment,No,No,Yes,Comment,No,Comment,Comment,Comment,No,Yes,Comment,Comment,Comment,No,Yes,Comment,Comment,Yes,Yes,Comment,No,Comment,Comment,Comment,Yes,Comment,Comment,Yes,Comment,Comment,Comment,Comment,Comment,No,Comment,Comment,No,Comment,322267
No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,Yes,320298
