Апартаменты-1 час,Апартаменты-2 часа,Апартаменты-Ночь,Выезд-1 час,Выезд-2 часа,Выезд-Ночь,Id,Комментарий к ценам
2 000 р.,4 000 р.,10 000 р.,,,,319329,
5 000 р.,10 000 р.,20 000 р.,-,12 000 р.,25 000 р.,322815,
5 100 р.,-,-,,,,287261,"Контактов в час: неограничено.!!!!!ДО 11 УТРА И ПОСЛЕ 20. 00 ПРОСЬБА НЕ ЗВОНИТЬ. НЕ ОТВЕЧУ!!!!!!!ЖДУ В ГОСТИ УВАЖАЕМЫЕ МУЖЧИНЫ. ЕСЛИ У ВАС ВОЗНИКАЕТ ЖЕЛАНИЕ ПОСЕТИТЬ МЕНЯ В УТРЕННИЕ ЧАСЫ С 9. 00 ПРОСЬБА ДОГОВАРИВАТЬСЯ С ВЕЧЕРА Т. К В КВАРТИРЕ НЕ ПРОЖИВАЮ. КВАРТИРА ЯВЛЯЕТСЯ ТОЛЬКО МЕСТОМ ДЛЯ ВСТРЕЧ. Контактов в час ровно столько сколько успеешь. Я постараюсь сделать нашу встречу незабываемой. Целую нежно.... !Ребята!!!!ДО меня дозвониться и правда сложно, не обижайся, если не получилось. Я все равно Вас люблю и уважаю. Спасибо за понимание!!!!!"
2 000 р.,4 000 р.,12 000 р.,-,6 000 р.,-,321242,
10 000 р.,20 000 р.,-,30 000 р.,-,,155599,20 000 р.
,,,5 000 р.,7 000 р.,15 000 р.,260347,
2 500 р.,-,-,-,6 000 р.,15 000 р.,324676,
8 000 р.,16 000 р.,35 000 р.,20 000 р.,40 000 р.,,314763,"Контактов в час: до 2.Дорогие мои, приеду к Вам от 2-х часиков + оплата такси! Выезд за МКАД + 4000!"
2 500 р.,5 000 р.,10 000 р.,,,,324735,Контактов в час: до 2.
5 000 р.,9 000 р.,20 000 р.,-,10 000 р.,20 000 р.,209881,Контактов в час: до 2.
7 000 р.,14 000 р.,50 000 р.,20 000 р.,50 000 р.,,290548,-
3 000 р.,6 000 р.,15 000 р.,,,,324039,
,,,-,10 000 р.,25 000 р.,324581,
2 300 р.,4 600 р.,-,,,,315206,
5 000 р.,10 000 р.,25 000 р.,,,,314458,
3 000 р.,5 000 р.,15 000 р.,3 000 р.,5 000 р.,15 000 р.,324642,
,,,4 000 р.,6 000 р.,10 000 р.,313988,
5 000 р.,10 000 р.,30 000 р.,-,15 000 р.,35 000 р.,263460,Контактов в час: неограничено.
7 000 р.,13 000 р.,35 000 р.,15 000 р.,15 000 р.,35 000 р.,306332,Контактов в час: неограничено.ВСЕ ВКЛЮЧЕНО!!!
15 000 р.,30 000 р.,80 000 р.,20 000 р.,40 000 р.,100 000 р.,307203,"Контактов в час: неограничено.Со второго часика все допы включены! Дорогие мои, приеду к вам по предоплате + такси! За МКАД +3000"
5 000 р.,-,-,,,,314656,Контактов в час: до 2.Есть программа все включено 8т. р. (поцелуи+куни+минет+мбр+фистинг классический 2 пальчика+фистинг анальный вам 2 пальчика+анилингус+секс+окончание в рот+массаж)
8 000 р.,16 000 р.,40 000 р.,-,16 000 р.,40 000 р.,301743,
3 000 р.,6 000 р.,-,5 000 р.,10 000 р.,-,307891,Экспресс 3000
3 000 р.,6 000 р.,12 000 р.,,,,290427,
5 000 р.,-,-,-,-,,305078,"Контактов в час: до 2.Время на чай-кофе, познакомиться(10-20 мин) в стоимость часа не входит. - Выезд по предоплате."
3 000 р.,6 000 р.,-,,,,321421,Контактов в час: до 2.Экспресс 2000
10 000 р.,20 000 р.,55 000 р.,25 000 р.,60 000 р.,,317827,Контактов в час: до 2.
5 000 р.,10 000 р.,-,6 000 р.,10 000 р.,25 000 р.,297632,
2 500 р.,5 000 р.,12 000 р.,,,,314691,
6 000 р.,12 000 р.,30 000 р.,,,,322542,Контактов в час: до 2.
4 000 р.,8 000 р.,-,,,,295347,Контактов в час: неограничено.
6 000 р.,10 000 р.,30 000 р.,15 000 р.,15 000 р.,30 000 р.,155865,Контактов в час: до 2.
15 000 р.,30 000 р.,70 000 р.,-,30 000 р.,90 000 р.,279718,Контактов в час: до 2.Для постоянных цена остаётся прежней.
6 000 р.,12 000 р.,50 000 р.,12 000 р.,50 000 р.,,317687,-
5 000 р.,10 000 р.,-,,,,308190,Контактов в час: до 2.
1 500 р.,3 000 р.,6 000 р.,,,,321320,Контактов в час: до 2.Экспресс: 1000!
3 000 р.,6 000 р.,16 000 р.,,,,100195,
15 000 р.,28 000 р.,50 000 р.,30 000 р.,50 000 р.,,298092,Контактов в час: неограничено.Все дополнительные услуги обсуждаются при личной встрече
,,,6 000 р.,8 000 р.,15 000 р.,319457,Контактов в час: неограничено.
4 000 р.,8 000 р.,-,,,,301086,
4 000 р.,7 000 р.,-,5 000 р.,8 000 р.,20 000 р.,291171,Контактов в час: неограничено.На 1 час выезжаю только по своему району.
,,,3 000 р.,6 000 р.,20 000 р.,317141,Контактов в час: до 2.Ночь 5 часов 6-ой часик в подарок
1 000 р.,-,-,5 000 р.,10 000 р.,,323925,"Контактов в час: 1.Часа нет. Только экспресс в авто, или экстрим в подъезде. Или встреча в отеле!"
2 000 р.,4 000 р.,10 000 р.,-,6 000 р.,12 000 р.,317529,
,,,3 000 р.,4 500 р.,8 000 р.,280773,Услуги такси оплачиваются отдельно.
10 000 р.,18 000 р.,35 000 р.,-,20 000 р.,40 000 р.,317624,Контактов в час: неограничено.20 мин -8000 т. р 🔥
4 000 р.,8 000 р.,16 000 р.,-,10 000 р.,20 000 р.,285723,
2 500 р.,5 000 р.,15 000 р.,,,,324876,Контактов в час: до 2.
8 000 р.,16 000 р.,32 000 р.,12 000 р.,18 000 р.,35 000 р.,324977,Контактов в час: неограничено.Дорогие мужчины! Оплата дороги на выезде с Вас. До встречи!)
4 000 р.,8 000 р.,20 000 р.,4 000 р.,8 000 р.,20 000 р.,307361,выезд + такси 🚖
5 000 р.,10 000 р.,-,12 000 р.,-,,298369,Контактов в час: до 2.
3 500 р.,7 000 р.,18 000 р.,-,10 000 р.,25 000 р.,320818,
10 000 р.,15 000 р.,-,12 000 р.,18 000 р.,-,216154,Контактов в час: неограничено.
8 000 р.,16 000 р.,40 000 р.,-,16 000 р.,40 000 р.,278448,Контактов в час: неограничено.
2 500 р.,5 000 р.,10 000 р.,-,-,,221014,Программа все включено: 5000 рублей
5 000 р.,10 000 р.,-,-,10 000 р.,-,297088,Выезд от двух часиков + такси
1 500 р.,3 000 р.,8 000 р.,,,,254883,
12 000 р.,17 000 р.,70 000 р.,17 000 р.,70 000 р.,,311648,Контактов в час: неограничено.ночь в формате on inclusive
3 500 р.,7 000 р.,-,,,,91812,
3 000 р.,6 000 р.,20 000 р.,-,7 000 р.,25 000 р.,278183,Контактов в час: неограничено.
,,,5 000 р.,8 000 р.,16 000 р.,307990,Контактов в час: неограничено.Дополнительные услуги обговариваю по телефону
2 500 р.,4 000 р.,12 000 р.,2 000 р.,4 000 р.,12 000 р.,317416,Контактов в час: неограничено.
5 000 р.,9 000 р.,18 000 р.,7 000 р.,10 000 р.,25 000 р.,301352,
8 000 р.,16 000 р.,40 000 р.,15 000 р.,18 000 р.,42 000 р.,322881,Контактов в час: до 2.К выезду такси с Вас в обе стороны! За мкад(до 15 км)+2000!!!В ЧАС НЕ БОЛЕЕ 2 контактов!!!
15 000 р.,25 000 р.,60 000 р.,30 000 р.,60 000 р.,,319165,Контактов в час: неограничено.
10 000 р.,20 000 р.,-,20 000 р.,25 000 р.,-,143908,
,,,6 000 р.,12 000 р.,30 000 р.,322805,
2 000 р.,4 000 р.,10 000 р.,,,,323362,Контактов в час: неограничено.
5 000 р.,10 000 р.,-,8 000 р.,15 000 р.,-,278850,Контактов в час: до 2.
,,,3 000 р.,4 500 р.,7 000 р.,300867,
,,,10 000 р.,20 000 р.,-,323202,
4 000 р.,8 000 р.,20 000 р.,5 000 р.,8 000 р.,20 000 р.,295737,Контактов в час: до 2.
3 000 р.,6 000 р.,15 000 р.,,,,315675,
2 000 р.,4 000 р.,10 000 р.,,,,312415,Контактов в час: неограничено.Экспресса нет!
,,,3 500 р.,4 500 р.,7 500 р.,276939,
6 000 р.,12 000 р.,30 000 р.,-,13 000 р.,31 000 р.,323866,Контактов в час: неограничено.
3 000 р.,6 000 р.,15 000 р.,5 000 р.,10 000 р.,15 000 р.,314358,Контактов в час: до 2.
10 000 р.,20 000 р.,-,13 000 р.,20 000 р.,55 000 р.,269065,Контактов в час: неограничено.После 24 часов стоимость часа 15 тысяч рублей.
5 000 р.,10 000 р.,20 000 р.,6 000 р.,11 000 р.,20 000 р.,97711,"*** Whatsapp, Viber +7-999-806-95-27. -------------------- Буду Вам преочень благодарна, если за мое хорошее поведение и за то, что я была с Вами хорошей девочкой, Вы оставите мне ""на чулочки"" :))) ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥"
,,,3 500 р.,6 000 р.,9 000 р.,306262,
5 000 р.,10 000 р.,-,-,-,-,324933,"Контактов в час: до 2.Для особых любителей оценить мои нежные руки и не только, есть иная программа за 3000"
10 000 р.,20 000 р.,65 000 р.,-,20 000 р.,65 000 р.,291358,ВЫЕЗЖАЮ ИСКЛЮЧИТЕЛЬНО ПО ПРЕДОПЛАТЕ!!!
7 500 р.,14 000 р.,-,10 000 р.,15 000 р.,30 000 р.,324055,
6 000 р.,12 000 р.,30 000 р.,-,12 000 р.,30 000 р.,323995,
3 000 р.,6 000 р.,15 000 р.,10 000 р.,20 000 р.,,295969,Контактов в час: неограничено.
2 500 р.,4 000 р.,-,2 000 р.,4 000 р.,12 000 р.,261546,
2 000 р.,5 000 р.,12 000 р.,-,7 000 р.,18 000 р.,287912,
3 000 р.,6 000 р.,30 000 р.,,,,230339,Контактов в час: до 2.
3 000 р.,6 000 р.,-,10 000 р.,-,,322769,Контактов в час: до 2.
10 000 р.,20 000 р.,40 000 р.,-,20 000 р.,40 000 р.,323316,Контактов в час: неограничено.
2 000 р.,4 000 р.,8 000 р.,,,,318317,Контактов в час: до 2.
6 000 р.,12 000 р.,30 000 р.,,,,312491,
3 000 р.,6 000 р.,14 000 р.,4 000 р.,7 000 р.,16 000 р.,319688,Контактов в час: до 2.Выезд только к знакомым мужчинам(клиентам) или по предоплате. ☝
7 000 р.,15 000 р.,-,,,,209932,"Контактов в час: неограничено.В стоимость часа входит: классический секс, анальный секс, МБР, куни, окончание в рот, окончание на грудь, игрушки, ролевые игры. Без доп."
,,,3 500 р.,5 000 р.,8 000 р.,323246,
10 000 р.,18 000 р.,-,22 000 р.,-,,303098,Контактов в час: до 2.
,,,3 000 р.,5 000 р.,8 000 р.,323092,
6 000 р.,10 000 р.,30 000 р.,-,10 000 р.,30 000 р.,297904,"Контактов в час: неограничено.Указанная стоимость актуальна только для выезда по Химкам, Куркино и ближ. районов, +такси. Стоимость выезда в другие районы Москвы и МО, обсудим по телефону. Все погружения только в презервативе. Ночью выезд от 15 т. р. по предоплате."
2 500 р.,5 000 р.,12 000 р.,,,,320627,
3 000 р.,6 000 р.,12 000 р.,-,6 000 р.,12 000 р.,291657,Все обговаривается по телефону дорогие мужчины... Выезжаю по всей Москве!!!c
10 000 р.,18 000 р.,70 000 р.,20 000 р.,20 000 р.,70 000 р.,286963,"Контактов в час: неограничено.минет без презерватива - входит в стоимость часа !📍 взаимные оральные ласки включены 69, совместный душ включен. окончание на любые части тела включены. фетиш, футфетиш включен. услуги госпожи, страпоны любого размера для вас, урология. ЗД, поперсы, секс на кухне, секс в ванной.. включенны в стоимость также -велком. 📍  ночной тариф и расценки -после 00. 00 часов -15 тыс, один часик у меня на апартаментах! выезд к вам, ночью остается без изменений- 20 тыс -2 часа. мбр, куни, игрушки входят в стоимость. ХОРОШЕЕ НАСТРОЕНИЕ ВКЛЮЧЕНО )))"
7 000 р.,14 000 р.,28 000 р.,-,14 000 р.,28 000 р.,322706,
4 000 р.,8 000 р.,-,,,,323838,
3 500 р.,6 000 р.,15 000 р.,8 000 р.,20 000 р.,,151544,"Контактов в час: до 2.Программа 'Все включено""- 6000"
,,,-,8 000 р.,15 000 р.,285400,
3 000 р.,6 000 р.,16 000 р.,5 000 р.,10 000 р.,20 000 р.,277579,Контактов в час: неограничено.Для любителей Инди. неограниченно количество контактов включены в стоимость часа
5 000 р.,10 000 р.,25 000 р.,-,12 000 р.,30 000 р.,313756,Контактов в час: до 2.
5 000 р.,8 000 р.,-,6 000 р.,10 000 р.,20 000 р.,301387,Контактов в час: 1.Оплата за такси отдельно)к особо выпившим и грубым не выезжаю)Я хорошая девочка для ДОСТОЙНОГО МУЖЧИНЫ)))
,,,5 000 р.,8 000 р.,20 000 р.,197958,
5 000 р.,10 000 р.,25 000 р.,5 000 р.,10 000 р.,30 000 р.,311699,
3 000 р.,6 000 р.,15 000 р.,,,,191992,Контактов в час: до 2.
3 000 р.,6 000 р.,15 000 р.,-,8 000 р.,20 000 р.,133835,
2 000 р.,4 000 р.,10 000 р.,,,,319050,Контактов в час: неограничено.
2 000 р.,4 000 р.,10 000 р.,-,6 000 р.,12 000 р.,313211,
8 000 р.,15 000 р.,-,15 000 р.,-,,298352,-
5 000 р.,10 000 р.,25 000 р.,-,12 000 р.,25 000 р.,322563,
10 000 р.,15 000 р.,50 000 р.,10 000 р.,20 000 р.,50 000 р.,196728,Контактов в час: неограничено.
3 000 р.,6 000 р.,20 000 р.,,,,301933,Контактов в час: до 2.
